ye case.dat
lerimdeymişsiniz num.pl,p1s,case.loc,cop.evid,v2p
lerimdeyse num.pl,p1s,case.loc,cop.cond,v3s
lerimdeysek num.pl,p1s,case.loc,cop.cond,v1p
lerimdeysem num.pl,p1s,case.loc,cop.cond,v1s
lerimdeysen num.pl,p1s,case.loc,cop.cond,v2s
lerimdeyseniz num.pl,p1s,case.loc,cop.cond,v2p
lerimdelerse num.pl,p1s,case.loc,cop.pres,v3p,cop.cond,v3s
lerimdeyseler num.pl,p1s,case.loc,cop.cond,v3p
lerimdelerse num.pl,p1s,case.loc,cop.cond,v3p
lerimi num.pl,p1s,case.acc
lerimiyken num.pl,p1s,case.acc,converb
lerimiykenki num.pl,p1s,case.acc,converb,<ki>
lerimiysem num.pl,p1s,case.acc,cop.cond,v1s
lerimiysen num.pl,p1s,case.acc,cop.cond,v2s
lerimiyse num.pl,p1s,case.acc,cop.cond,v3s
lerimiysek num.pl,p1s,case.acc,cop.cond,v1p
lerimiyseniz num.pl,p1s,case.acc,cop.cond,v2p
lerimiyseler num.pl,p1s,case.acc,cop.cond,v3p
lerimilerse num.pl,p1s,case.acc,cop.cond,v3p
lerimilerken num.pl,p1s,case.acc,cop.pres,v3p,converb
lerimiyim num.pl,p1s,case.acc,cop.pres,v1s
lerimisin num.pl,p1s,case.acc,cop.pres,v2s
lerimiyiz num.pl,p1s,case.acc,cop.pres,v1p
lerimisiniz num.pl,p1s,case.acc,cop.pres,v2p
lerimiler num.pl,p1s,case.acc,cop.pres,v3p
lerimiydim num.pl,p1s,case.acc,cop.past,v1s
lerimiydin num.pl,p1s,case.acc,cop.past,v2s
lerimiydi num.pl,p1s,case.acc,cop.past,v3s
lerimiydik num.pl,p1s,case.acc,cop.past,v1p
lerimiydiniz num.pl,p1s,case.acc,cop.past,v2p
lerimiydiler num.pl,p1s,case.acc,cop.past,v3p
lerimilerdi num.pl,p1s,case.acc,cop.past,v3p
lerimiymişim num.pl,p1s,case.acc,cop.evid,v1s
lerimiymişsin num.pl,p1s,case.acc,cop.evid,v2s
lerimiymiş num.pl,p1s,case.acc,cop.evid,v3s
lerimiymişiz num.pl,p1s,case.acc,cop.evid,v1p
lerimiymişsiniz num.pl,p1s,case.acc,cop.evid,v2p
lerimiymişler num.pl,p1s,case.acc,cop.evid,v3p
lerimilermiş num.pl,p1s,case.acc,cop.evid,v3p
lerimiyimdir num.pl,p1s,case.acc,cop.gen.1p.sg
lerimisindir num.pl,p1s,case.acc,cop.gen.2p.sg
lerimidir num.pl,p1s,case.acc,cop.gen.3p.sg
lerimiyizdir num.pl,p1s,case.acc,cop.gen.1p.pl
lerimisinizdir num.pl,p1s,case.acc,cop.gen.2p.pl
lerimidirler num.pl,p1s,case.acc,cop.gen.3p.pl
lerimilerdir num.pl,p1s,case.acc,cop.gen.3p.pl
lerimle num.pl,p1s,case.instr
lerimleyken num.pl,p1s,case.instr,converb
lerimleykenki num.pl,p1s,case.instr,converb,<ki>
lerimleysem num.pl,p1s,case.instr,cop.cond,v1s
lerimleysen num.pl,p1s,case.instr,cop.cond,v2s
lerimleyse num.pl,p1s,case.instr,cop.cond,v3s
lerimleysek num.pl,p1s,case.instr,cop.cond,v1p
lerimleyseniz num.pl,p1s,case.instr,cop.cond,v2p
lerimleyseler num.pl,p1s,case.instr,cop.cond,v3p
lerimleyim num.pl,p1s,case.instr,cop.pres,v1s
lerimlesin num.pl,p1s,case.instr,cop.pres,v2s
lerimleyiz num.pl,p1s,case.instr,cop.pres,v1p
lerimlesiniz num.pl,p1s,case.instr,cop.pres,v2p
lerimleler num.pl,p1s,case.instr,cop.pres,v3p
lerimlelermiş num.pl,p1s,case.instr,cop.evid,v3p
lerimlelerken num.pl,p1s,case.instr,cop.pres,v3p,converb
lerimlelerse num.pl,p1s,case.instr,cop.cond,v3p
lerimleydim num.pl,p1s,case.instr,cop.past,v1s
lerimleydin num.pl,p1s,case.instr,cop.past,v2s
lerimleydi num.pl,p1s,case.instr,cop.past,v3s
lerimleydik num.pl,p1s,case.instr,cop.past,v1p
lerimleydiniz num.pl,p1s,case.instr,cop.past,v2p
lerimleydiler num.pl,p1s,case.instr,cop.past,v3p
lerimlelerdi num.pl,p1s,case.instr,cop.past,v3p
lerimleymişim num.pl,p1s,case.instr,cop.evid,v1s
lerimleymişsin num.pl,p1s,case.instr,cop.evid,v2s
lerimleymiş num.pl,p1s,case.instr,cop.evid,v3s
lerimleymişiz num.pl,p1s,case.instr,cop.evid,v1p
lerimleymişsiniz num.pl,p1s,case.instr,cop.evid,v2p
lerimleymişler num.pl,p1s,case.instr,cop.evid,v3p
lerimleyimdir num.pl,p1s,case.instr,cop.gen.1p.sg
lerimlesindir num.pl,p1s,case.instr,cop.gen.2p.sg
lerimledir num.pl,p1s,case.instr,cop.gen.3p.sg
lerimleyizdir num.pl,p1s,case.instr,cop.gen.1p.pl
lerimlesinizdir num.pl,p1s,case.instr,cop.gen.2p.pl
lerimledirler num.pl,p1s,case.instr,cop.gen.3p.pl
lerimlelerdir num.pl,p1s,case.instr,cop.gen.3p.pl
lerim num.pl,p1s,case.nom
lerimken num.pl,p1s,case.nom,converb
lerimkenki num.pl,p1s,case.nom,converb,<ki>
lerimimdir num.pl,p1s,case.nom,cop.gen.1p.sg
lerimsindir num.pl,p1s,case.nom,cop.gen.2p.sg
lerimdir num.pl,p1s,case.nom,cop.gen.3p.sg
lerimizdir num.pl,p1s,case.nom,cop.gen.1p.pl
lerimsinizdir num.pl,p1s,case.nom,cop.gen.2p.pl
lerimdirler num.pl,p1s,case.nom,cop.gen.3p.pl
lerimlerdir num.pl,p1s,case.nom,cop.gen.3p.pl
lerimim num.pl,p1s,case.nom,cop.pres,v1s
lerimsin num.pl,p1s,case.nom,cop.pres,v2s
lerimiz num.pl,p1s,case.nom,cop.pres,v1p
lerimsiniz num.pl,p1s,case.nom,cop.pres,v2p
lerimler num.pl,p1s,case.nom,cop.pres,v3p
lerimlerken num.pl,p1s,case.nom,cop.pres,v3p,converb
lerimsem num.pl,p1s,case.nom,cop.cond,v1s
lerimsen num.pl,p1s,case.nom,cop.cond,v2s
lerimse num.pl,p1s,case.nom,cop.cond,v3s
lerimsek num.pl,p1s,case.nom,cop.cond,v1p
lerimseniz num.pl,p1s,case.nom,cop.cond,v2p
lerimseler num.pl,p1s,case.nom,cop.cond,v3p
lerimlerse num.pl,p1s,case.nom,cop.cond,v3p
lerimdim num.pl,p1s,case.nom,cop.past,v1s
lerimdin num.pl,p1s,case.nom,cop.past,v2s
lerimdi num.pl,p1s,case.nom,cop.past,v3s
lerimdik num.pl,p1s,case.nom,cop.past,v1p
lerimdiniz num.pl,p1s,case.nom,cop.past,v2p
lerimlerdi num.pl,p1s,case.nom,cop.past,v3p
lerimdiler num.pl,p1s,case.nom,cop.past,v3p
lerimmişim num.pl,p1s,case.nom,cop.evid,v1s
lerimmişsin num.pl,p1s,case.nom,cop.evid,v2s
lerimmiş num.pl,p1s,case.nom,cop.evid,v3s
lerimmişiz num.pl,p1s,case.nom,cop.evid,v1p
lerimmişsiniz num.pl,p1s,case.nom,cop.evid,v2p
lerimmişler num.pl,p1s,case.nom,cop.evid,v3p
lerimlermiş num.pl,p1s,case.nom,cop.evid,v3p
lerimin num.pl,p1s,case.gen
leriminken num.pl,p1s,case.gen,converb
leriminkenki num.pl,p1s,case.gen,converb,<ki>
lerimindi num.pl,p1s,case.gen,cop.past,v3s
lerimindik num.pl,p1s,case.gen,cop.past,v1p
lerimindiler num.pl,p1s,case.gen,cop.past,v3p
lerimindim num.pl,p1s,case.gen,cop.past,v1s
lerimindin num.pl,p1s,case.gen,cop.past,v2s
lerimindiniz num.pl,p1s,case.gen,cop.past,v2p
leriminimdir num.pl,p1s,case.gen,cop.gen.1p.sg
leriminsindir num.pl,p1s,case.gen,cop.gen.2p.sg
lerimindir num.pl,p1s,case.gen,cop.gen.3p.sg
leriminizdir num.pl,p1s,case.gen,cop.gen.1p.pl
leriminsinizdir num.pl,p1s,case.gen,cop.gen.2p.pl
lerimindirler num.pl,p1s,case.gen,cop.gen.3p.pl
leriminlerdir num.pl,p1s,case.gen,cop.gen.3p.pl
leriminim num.pl,p1s,case.gen,cop.pres,v1s
leriminsin num.pl,p1s,case.gen,cop.pres,v2s
leriminiz num.pl,p1s,case.gen,cop.pres,v1p
leriminsiniz num.pl,p1s,case.gen,cop.pres,v2p
leriminler num.pl,p1s,case.gen,cop.pres,v3p
leriminse num.pl,p1s,case.gen,cop.cond,v3s
leriminsek num.pl,p1s,case.gen,cop.cond,v1p
leriminseler num.pl,p1s,case.gen,cop.cond,v3p
leriminlerse num.pl,p1s,case.gen,cop.cond,v3p
leriminsem num.pl,p1s,case.gen,cop.cond,v1s
leriminsen num.pl,p1s,case.gen,cop.cond,v2s
leriminseniz num.pl,p1s,case.gen,cop.cond,v2p
leriminmişim num.pl,p1s,case.gen,cop.evid,v1s
leriminmişsin num.pl,p1s,case.gen,cop.evid,v2s
leriminmiş num.pl,p1s,case.gen,cop.evid,v3s
leriminmişiz num.pl,p1s,case.gen,cop.evid,v1p
leriminmişsiniz num.pl,p1s,case.gen,cop.evid,v2p
leriminmişler num.pl,p1s,case.gen,cop.evid,v3p
leriminlermiş num.pl,p1s,case.gen,cop.evid,v3p
leriminlerdi num.pl,p1s,case.gen,cop.past,v3p
leriminlerdir num.pl,p1s,case.gen,cop.gen.3p.sg
leriminlerse num.pl,p1s,case.gen,cop.pres,v3p,cop.cond,v3s
leriminlerken num.pl,p1s,case.gen,cop.pres,v3p,converb
lerimdeki num.pl,p1s,case.loc,<ki>
lerimdekiyken num.pl,p1s,case.loc,<ki>,converb
lerimdekini num.pl,p1s,case.loc,<ki>,case.acc
lerimdekinin num.pl,p1s,case.loc,<ki>,case.gen
lerimdekine num.pl,p1s,case.loc,<ki>,case.dat
lerimdekinde num.pl,p1s,case.loc,<ki>,case.loc
lerimdekinden num.pl,p1s,case.loc,<ki>,case.abl
lerimdekiyle num.pl,p1s,case.loc,<ki>,case.instr
lerimdekiler num.pl,p1s,case.loc,<ki>,num.pl
lerimdekileri num.pl,p1s,case.loc,<ki>,num.pl,case.acc
lerimdekilere num.pl,p1s,case.loc,<ki>,num.pl,case.dat
lerimdekilerin num.pl,p1s,case.loc,<ki>,num.pl,case.gen
lerimdekilerinki num.pl,p1s,case.loc,<ki>,num.pl,case.gen,<ki>
lerimdekilerde num.pl,p1s,case.loc,<ki>,num.pl,case.loc
lerimdekilerden num.pl,p1s,case.loc,<ki>,num.pl,case.abl
lerimdekilerle num.pl,p1s,case.loc,<ki>,num.pl,case.instr
leriminki num.pl,p1s,case.gen,<ki>,num.sg,case.nom
leriminkinde num.pl,p1s,case.gen,<ki>,num.sg,case.loc
leriminkinden num.pl,p1s,case.gen,<ki>,num.sg,case.abl
leriminkine num.pl,p1s,case.gen,<ki>,num.sg,case.dat
leriminkini num.pl,p1s,case.gen,<ki>,num.sg,case.acc
leriminkinin num.pl,p1s,case.gen,<ki>,num.sg,case.gen
leriminkininki num.pl,p1s,case.gen,<ki>,num.sg,case.gen,<ki>
leriminkiyle num.pl,p1s,case.gen,<ki>,num.sg,case.instr
leriminkiyleyken num.pl,p1s,case.gen,<ki>,num.sg,case.instr,converb
leriminkiyken num.pl,p1s,case.gen,<ki>,converb
leriminkiysem num.pl,p1s,case.gen,<ki>,cop.cond,v1s
leriminkiysen num.pl,p1s,case.gen,<ki>,cop.cond,v2s
leriminkiyse num.pl,p1s,case.gen,<ki>,cop.cond,v3s
leriminkiysek num.pl,p1s,case.gen,<ki>,cop.cond,v1p
leriminkiyseniz num.pl,p1s,case.gen,<ki>,cop.cond,v2p
leriminkiyseler num.pl,p1s,case.gen,<ki>,cop.cond,v3p
leriminkiler num.pl,p1s,case.gen,<ki>,num.pl,case.nom
leriminkiler num.pl,p1s,case.gen,<ki>,cop.pres,v3p
leriminkilersem num.pl,p1s,case.gen,<ki>,num.pl,cop.cond,v1s
leriminkilersen num.pl,p1s,case.gen,<ki>,num.pl,cop.cond,v2s
leriminkilerse num.pl,p1s,case.gen,<ki>,num.pl,cop.cond,v3s
leriminkilersek num.pl,p1s,case.gen,<ki>,num.pl,cop.cond,v1p
leriminkilerseniz num.pl,p1s,case.gen,<ki>,num.pl,cop.cond,v2p
leriminkilerseler num.pl,p1s,case.gen,<ki>,num.pl,cop.cond,v3p
leriminkilerde num.pl,p1s,case.gen,<ki>,num.pl,case.loc
leriminkilerden num.pl,p1s,case.gen,<ki>,num.pl,case.abl
leriminkilere num.pl,p1s,case.gen,<ki>,num.pl,case.dat
leriminkileri num.pl,p1s,case.gen,<ki>,num.pl,case.acc
leriminkilerin num.pl,p1s,case.gen,<ki>,num.pl,case.gen
leriminkilerinki num.pl,p1s,case.gen,<ki>,num.pl,case.gen,<ki>
leriminkilerle num.pl,p1s,case.gen,<ki>,num.pl,case.instr
lerimdekiykenki num.pl,p1s,case.loc,<ki>,converb,<ki>
lerimdekiyimdir num.pl,p1s,case.loc,<ki>,cop.gen.1p.sg
lerimdekisindir num.pl,p1s,case.loc,<ki>,cop.gen.2p.sg
lerimdekidir num.pl,p1s,case.loc,<ki>,cop.gen.3p.sg
lerimdekiyizdir num.pl,p1s,case.loc,<ki>,cop.gen.1p.pl
lerimdekisinizdir num.pl,p1s,case.loc,<ki>,cop.gen.2p.pl
lerimdekidirler num.pl,p1s,case.loc,<ki>,cop.gen.3p.pl
lerimdekilerdir num.pl,p1s,case.loc,<ki>,cop.gen.3p.pl
lerimdekiyim num.pl,p1s,case.loc,<ki>,cop.pres,v1s
lerimdekisin num.pl,p1s,case.loc,<ki>,cop.pres,v2s
lerimdekiyiz num.pl,p1s,case.loc,<ki>,cop.pres,v1p
lerimdekisiniz num.pl,p1s,case.loc,<ki>,cop.pres,v2p
lerimdekiler num.pl,p1s,case.loc,<ki>,cop.pres,v3p
lerimdekilersem num.pl,p1s,case.loc,<ki>,cop.pres,v3p,cop.cond,v1s
lerimdekilersen num.pl,p1s,case.loc,<ki>,cop.pres,v3p,cop.cond,v2s
lerimdekilerse num.pl,p1s,case.loc,<ki>,cop.pres,v3p,cop.cond,v3s
lerimdekilersek num.pl,p1s,case.loc,<ki>,cop.pres,v3p,cop.cond,v1p
lerimdekilerseniz num.pl,p1s,case.loc,<ki>,cop.pres,v3p,cop.cond,v2p
lerimdekilerseler num.pl,p1s,case.loc,<ki>,cop.pres,v3p,cop.cond,v3p
lerimdekiysem num.pl,p1s,case.loc,<ki>,cop.cond,v1s
lerimdekiysen num.pl,p1s,case.loc,<ki>,cop.cond,v2s
lerimdekiyse num.pl,p1s,case.loc,<ki>,cop.cond,v3s
lerimdekiysek num.pl,p1s,case.loc,<ki>,cop.cond,v1p
lerimdekiyseniz num.pl,p1s,case.loc,<ki>,cop.cond,v2p
lerimdekiyseler num.pl,p1s,case.loc,<ki>,cop.cond,v3p
lerimdekiydim num.pl,p1s,case.loc,<ki>,cop.past,v1s
lerimdekiydin num.pl,p1s,case.loc,<ki>,cop.past,v2s
lerimdekiydi num.pl,p1s,case.loc,<ki>,cop.past,v3s
lerimdekiydik num.pl,p1s,case.loc,<ki>,cop.past,v1p
lerimdekiydiniz num.pl,p1s,case.loc,<ki>,cop.past,v2p
lerimdekilerdi num.pl,p1s,case.loc,<ki>,cop.past,v3p
lerimdekiydiler num.pl,p1s,case.loc,<ki>,cop.past,v3p
lerimdekiymişim num.pl,p1s,case.loc,<ki>,cop.evid,v1s
lerimdekiymişsin num.pl,p1s,case.loc,<ki>,cop.evid,v2s
lerimdekiymiş num.pl,p1s,case.loc,<ki>,cop.evid,v3s
lerimdekiymişiz num.pl,p1s,case.loc,<ki>,cop.evid,v1p
lerimdekiymişsiniz num.pl,p1s,case.loc,<ki>,cop.evid,v2p
lerimdekiymişler num.pl,p1s,case.loc,<ki>,cop.evid,v3p
lerimdekiniyken num.pl,p1s,case.loc,<ki>,case.acc,converb
lerimdekiniykenki num.pl,p1s,case.loc,<ki>,case.acc,converb,<ki>
lerimdekiniysem num.pl,p1s,case.loc,<ki>,case.acc,cop.cond,v1s
lerimdekiniysen num.pl,p1s,case.loc,<ki>,case.acc,cop.cond,v2s
lerimdekiniyse num.pl,p1s,case.loc,<ki>,case.acc,cop.cond,v3s
lerimdekiniysek num.pl,p1s,case.loc,<ki>,case.acc,cop.cond,v1p
lerimdekiniyseniz num.pl,p1s,case.loc,<ki>,case.acc,cop.cond,v2p
lerimdekiniyseler num.pl,p1s,case.loc,<ki>,case.acc,cop.cond,v3p
lerimdekiniyim num.pl,p1s,case.loc,<ki>,case.acc,cop.pres,v1s
lerimdekinisin num.pl,p1s,case.loc,<ki>,case.acc,cop.pres,v2s
lerimdekiniyiz num.pl,p1s,case.loc,<ki>,case.acc,cop.pres,v1p
lerimdekinisiniz num.pl,p1s,case.loc,<ki>,case.acc,cop.pres,v2p
lerimdekiniler num.pl,p1s,case.loc,<ki>,case.acc,cop.pres,v3p
lerimdekiniydim num.pl,p1s,case.loc,<ki>,case.acc,cop.past,v1s
lerimdekiniydin num.pl,p1s,case.loc,<ki>,case.acc,cop.past,v2s
lerimdekiniydi num.pl,p1s,case.loc,<ki>,case.acc,cop.past,v3s
lerimdekiniydik num.pl,p1s,case.loc,<ki>,case.acc,cop.past,v1p
lerimdekiniydiniz num.pl,p1s,case.loc,<ki>,case.acc,cop.past,v2p
lerimdekiniydiler num.pl,p1s,case.loc,<ki>,case.acc,cop.past,v3p
lerimdekinilerdi num.pl,p1s,case.loc,<ki>,case.acc,cop.past,v3p
lerimdekiniymişim num.pl,p1s,case.loc,<ki>,case.acc,cop.evid,v1s
lerimdekiniymişsin num.pl,p1s,case.loc,<ki>,case.acc,cop.evid,v2s
lerimdekiniymiş num.pl,p1s,case.loc,<ki>,case.acc,cop.evid,v3s
lerimdekiniymişiz num.pl,p1s,case.loc,<ki>,case.acc,cop.evid,v1p
lerimdekiniymişsiniz num.pl,p1s,case.loc,<ki>,case.acc,cop.evid,v2p
lerimdekiniymişler num.pl,p1s,case.loc,<ki>,case.acc,cop.evid,v3p
lerimdekiniyimdir num.pl,p1s,case.loc,<ki>,case.acc,cop.gen.1p.sg
lerimdekinisindir num.pl,p1s,case.loc,<ki>,case.acc,cop.gen.2p.sg
lerimdekinidir num.pl,p1s,case.loc,<ki>,case.acc,cop.gen.3p.sg
lerimdekiniyizdir num.pl,p1s,case.loc,<ki>,case.acc,cop.gen.1p.pl
lerimdekinisinizdir num.pl,p1s,case.loc,<ki>,case.acc,cop.gen.2p.pl
lerimdekinidirler num.pl,p1s,case.loc,<ki>,case.acc,cop.gen.3p.pl
lerimdekinilerdir num.pl,p1s,case.loc,<ki>,case.acc,cop.gen.3p.pl
lerimdekineyken num.pl,p1s,case.loc,<ki>,case.dat,converb
lerimdekineykenki num.pl,p1s,case.loc,<ki>,case.dat,converb,<ki>
lerimdekineysem num.pl,p1s,case.loc,<ki>,case.dat,cop.cond,v1s
lerimdekineysen num.pl,p1s,case.loc,<ki>,case.dat,cop.cond,v2s
lerimdekineyse num.pl,p1s,case.loc,<ki>,case.dat,cop.cond,v3s
lerimdekineysek num.pl,p1s,case.loc,<ki>,case.dat,cop.cond,v1p
lerimdekineyseniz num.pl,p1s,case.loc,<ki>,case.dat,cop.cond,v2p
lerimdekineyseler num.pl,p1s,case.loc,<ki>,case.dat,cop.cond,v3p
lerimdekineyim num.pl,p1s,case.loc,<ki>,case.dat,cop.pres,v1s
lerimdekinesin num.pl,p1s,case.loc,<ki>,case.dat,cop.pres,v2s
lerimdekineyiz num.pl,p1s,case.loc,<ki>,case.dat,cop.pres,v1p
lerimdekinesiniz num.pl,p1s,case.loc,<ki>,case.dat,cop.pres,v2p
lerimdekineler num.pl,p1s,case.loc,<ki>,case.dat,cop.pres,v3p
lerimdekineydim num.pl,p1s,case.loc,<ki>,case.dat,cop.past,v1s
lerimdekineydin num.pl,p1s,case.loc,<ki>,case.dat,cop.past,v2s
lerimdekineydi num.pl,p1s,case.loc,<ki>,case.dat,cop.past,v3s
lerimdekineydik num.pl,p1s,case.loc,<ki>,case.dat,cop.past,v1p
lerimdekineydiniz num.pl,p1s,case.loc,<ki>,case.dat,cop.past,v2p
lerimdekineydiler num.pl,p1s,case.loc,<ki>,case.dat,cop.past,v3p
lerimdekinelerdi num.pl,p1s,case.loc,<ki>,case.dat,cop.past,v3p
lerimdekineymişim num.pl,p1s,case.loc,<ki>,case.dat,cop.evid,v1s
lerimdekineymişsin num.pl,p1s,case.loc,<ki>,case.dat,cop.evid,v2s
lerimdekineymiş num.pl,p1s,case.loc,<ki>,case.dat,cop.evid,v3s
lerimdekineymişiz num.pl,p1s,case.loc,<ki>,case.dat,cop.evid,v1p
lerimdekineymişsiniz num.pl,p1s,case.loc,<ki>,case.dat,cop.evid,v2p
lerimdekineymişler num.pl,p1s,case.loc,<ki>,case.dat,cop.evid,v3p
lerimdekineyimdir num.pl,p1s,case.loc,<ki>,case.dat,cop.gen.1p.sg
lerimdekinesindir num.pl,p1s,case.loc,<ki>,case.dat,cop.gen.2p.sg
lerimdekinedir num.pl,p1s,case.loc,<ki>,case.dat,cop.gen.3p.sg
lerimdekineyizdir num.pl,p1s,case.loc,<ki>,case.dat,cop.gen.1p.pl
lerimdekinesinizdir num.pl,p1s,case.loc,<ki>,case.dat,cop.gen.2p.pl
lerimdekinedirler num.pl,p1s,case.loc,<ki>,case.dat,cop.gen.3p.pl
lerimdekindeyken num.pl,p1s,case.loc,<ki>,case.loc,converb
lerimdekindeykenki num.pl,p1s,case.loc,<ki>,case.loc,converb,<ki>
lerimdekindeyimdir num.pl,p1s,case.loc,<ki>,case.loc,cop.gen.1p.sg
lerimdekindesindir num.pl,p1s,case.loc,<ki>,case.loc,cop.gen.2p.sg
lerimdekindedir num.pl,p1s,case.loc,<ki>,case.loc,cop.gen.3p.sg
lerimdekindeyizdir num.pl,p1s,case.loc,<ki>,case.loc,cop.gen.1p.pl
lerimdekindesinizdir num.pl,p1s,case.loc,<ki>,case.loc,cop.gen.2p.pl
lerimdekindedirler num.pl,p1s,case.loc,<ki>,case.loc,cop.gen.3p.pl
lerimdekindelerdir num.pl,p1s,case.loc,<ki>,case.loc,cop.gen.3p.pl
lerimdekindeyim num.pl,p1s,case.loc,<ki>,case.loc,cop.pres,v1s
lerimdekindesin num.pl,p1s,case.loc,<ki>,case.loc,cop.pres,v2s
lerimdekindeyiz num.pl,p1s,case.loc,<ki>,case.loc,cop.pres,v1p
lerimdekindesiniz num.pl,p1s,case.loc,<ki>,case.loc,cop.pres,v2p
lerimdekindeler num.pl,p1s,case.loc,<ki>,case.loc,cop.pres,v3p
lerimdekindeysem num.pl,p1s,case.loc,<ki>,case.loc,cop.cond,v1s
lerimdekindeysen num.pl,p1s,case.loc,<ki>,case.loc,cop.cond,v2s
lerimdekindeyse num.pl,p1s,case.loc,<ki>,case.loc,cop.cond,v3s
lerimdekindeysek num.pl,p1s,case.loc,<ki>,case.loc,cop.cond,v1p
lerimdekindeyseniz num.pl,p1s,case.loc,<ki>,case.loc,cop.cond,v2p
lerimdekindeyseler num.pl,p1s,case.loc,<ki>,case.loc,cop.cond,v3p
lerimdekindeydim num.pl,p1s,case.loc,<ki>,case.loc,cop.past,v1s
lerimdekindeydin num.pl,p1s,case.loc,<ki>,case.loc,cop.past,v2s
lerimdekindeydi num.pl,p1s,case.loc,<ki>,case.loc,cop.past,v3s
lerimdekindeydik num.pl,p1s,case.loc,<ki>,case.loc,cop.past,v1p
lerimdekindeydiniz num.pl,p1s,case.loc,<ki>,case.loc,cop.past,v2p
lerimdekindelerdi num.pl,p1s,case.loc,<ki>,case.loc,cop.past,v3p
lerimdekindeydiler num.pl,p1s,case.loc,<ki>,case.loc,cop.past,v3p
lerimdekindeymişim num.pl,p1s,case.loc,<ki>,case.loc,cop.evid,v1s
lerimdekindeymişsin num.pl,p1s,case.loc,<ki>,case.loc,cop.evid,v2s
lerimdekindeymiş num.pl,p1s,case.loc,<ki>,case.loc,cop.evid,v3s
lerimdekindeymişiz num.pl,p1s,case.loc,<ki>,case.loc,cop.evid,v1p
lerimdekindeymişsiniz num.pl,p1s,case.loc,<ki>,case.loc,cop.evid,v2p
lerimdekindeymişler num.pl,p1s,case.loc,<ki>,case.loc,cop.evid,v3p
lerimdekindelermiş num.pl,p1s,case.loc,<ki>,case.loc,cop.evid,v3p
lerimdekindenken num.pl,p1s,case.loc,<ki>,case.abl,converb
lerimdekindenkenki num.pl,p1s,case.loc,<ki>,case.abl,converb,<ki>
lerimdekindenimdir num.pl,p1s,case.loc,<ki>,case.abl,cop.gen.1p.sg
lerimdekindensindir num.pl,p1s,case.loc,<ki>,case.abl,cop.gen.2p.sg
lerimdekindendir num.pl,p1s,case.loc,<ki>,case.abl,cop.gen.3p.sg
lerimdekindenizdir num.pl,p1s,case.loc,<ki>,case.abl,cop.gen.1p.pl
lerimdekindensinizdir num.pl,p1s,case.loc,<ki>,case.abl,cop.gen.2p.pl
lerimdekindendirler num.pl,p1s,case.loc,<ki>,case.abl,cop.gen.3p.pl
lerimdekindenlerdir num.pl,p1s,case.loc,<ki>,case.abl,cop.gen.3p.pl
lerimdekindenim num.pl,p1s,case.loc,<ki>,case.abl,cop.pres,v1s
lerimdekindensin num.pl,p1s,case.loc,<ki>,case.abl,cop.pres,v2s
lerimdekindenyiz num.pl,p1s,case.loc,<ki>,case.abl,cop.pres,v1p
lerimdekindensiniz num.pl,p1s,case.loc,<ki>,case.abl,cop.pres,v2p
lerimdekindenler num.pl,p1s,case.loc,<ki>,case.abl,cop.pres,v3p
lerimdekindensem num.pl,p1s,case.loc,<ki>,case.abl,cop.cond,v1s
lerimdekindensen num.pl,p1s,case.loc,<ki>,case.abl,cop.cond,v2s
lerimdekindense num.pl,p1s,case.loc,<ki>,case.abl,cop.cond,v3s
lerimdekindensek num.pl,p1s,case.loc,<ki>,case.abl,cop.cond,v1p
lerimdekindenseniz num.pl,p1s,case.loc,<ki>,case.abl,cop.cond,v2p
lerimdekindenseler num.pl,p1s,case.loc,<ki>,case.abl,cop.cond,v3p
lerimdekindendim num.pl,p1s,case.loc,<ki>,case.abl,cop.past,v1s
lerimdekindendin num.pl,p1s,case.loc,<ki>,case.abl,cop.past,v2s
lerimdekindendi num.pl,p1s,case.loc,<ki>,case.abl,cop.past,v3s
lerimdekindendik num.pl,p1s,case.loc,<ki>,case.abl,cop.past,v1p
lerimdekindendiniz num.pl,p1s,case.loc,<ki>,case.abl,cop.past,v2p
lerimdekindenlerdi num.pl,p1s,case.loc,<ki>,case.abl,cop.past,v3p
lerimdekindendiler num.pl,p1s,case.loc,<ki>,case.abl,cop.past,v3p
lerimdekindenmişim num.pl,p1s,case.loc,<ki>,case.abl,cop.evid,v1s
lerimdekindenmişsin num.pl,p1s,case.loc,<ki>,case.abl,cop.evid,v2s
lerimdekindenmiş num.pl,p1s,case.loc,<ki>,case.abl,cop.evid,v3s
lerimdekindenmişiz num.pl,p1s,case.loc,<ki>,case.abl,cop.evid,v1p
lerimdekindenmişsiniz num.pl,p1s,case.loc,<ki>,case.abl,cop.evid,v2p
lerimdekindeymişler num.pl,p1s,case.loc,<ki>,case.abl,cop.evid,v3p
lerimdekindenlermiş num.pl,p1s,case.loc,<ki>,case.abl,cop.evid,v3p
lerimdekiyleyken num.pl,p1s,case.loc,<ki>,case.instr,converb
lerimdekiyleykenki num.pl,p1s,case.loc,<ki>,case.instr,converb,<ki>
lerimdekiyleyimdir num.pl,p1s,case.loc,<ki>,case.instr,cop.gen.1p.sg
lerimdekiylesindir num.pl,p1s,case.loc,<ki>,case.instr,cop.gen.2p.sg
lerimdekiyledir num.pl,p1s,case.loc,<ki>,case.instr,cop.gen.3p.sg
